ID,State,Municipality,Municipality - code,Contract Date,Month,Year,Transaction Value in R$,Disbursed Value R$ (*),Interest ,Grace Period (months),Amortization Period (months),CNAE Sector Grouped ,CNAE Subsector ,CNAE Subsector - name ,BNDES Sector ,BNDES Subsector,Client Size,Accredited Financial Institution
291, PR,SAO MIGUEL DO IGUACU,4125704,2022/05/30,mai.,2022,"1 300 000,00","1 300 000,00","4,03","12,00","108,00",Manufacturing,Non-metallic Minerals,Manufacture of Ceramic and Clay Products for Construction (Except Tiles and Bricks),Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
292, SC,CUNHA PORA,4204707,2022/05/30,mai.,2022,"140 000,00","140 000,00","4,03","12,00","132,00",Manufacturing,Furniture,Manufacture of Wooden Furniture,Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
293, SC,PINHALZINHO,4212908,2022/05/31,mai.,2022,"71 000,00","71 000,00","4,03","12,00","108,00",Manufacturing,Produto de metal,Manufacture of Metal Frames,Industry,Metallurgy and products,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
294, PR,APUCARANA,4101408,2022/06/01,jun.,2022,"420 000,00","420 000,00","4,03","6,00","57,00",Commerce and Services,Information and Communication,Integrated Publishing and Printing of Books,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
295, RS,GETULIO VARGAS,4308904,2022/06/27,jun.,2022,"74 836,00","74 836,00","4,03","6,00","54,00",Commerce and Services,Commerce,Retail Trade of Other Products (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
296, RS,SAO GABRIEL,4318309,2022/07/11,jul.,2022,"136 000,00","136 000,00","4,03","6,00","54,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
297, RS,VERANOPOLIS,4322806,2022/09/30,set.,2022,"163 500,00","163 500,00","4,03","6,00","54,00",Manufacturing,Non-metallic Minerals,Manufacture of Precast Reinforced Concrete Structures,Industry,Others,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
298, RS,CRISTAL,4306056,2022/11/30,nov.,2022,"59 000,00","59 000,00","4,03","6,00","54,00",Commerce and Services,Commerce,Minimarkets and Grocery Stores,Commerce and Services,Commerce and Services,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
299, RS,CAMPO BOM,4303905,2022/12/28,dez.,2022,"220 145,00","219 832,00","4,03","24,00","120,00",Manufacturing,Food Products,Meat Processing,Industry,Food and Beverages,Small,BADESUL DESENVOLVIMENTO SA - AGENCIA DE FOMENTO/RS
300, RS,LAJEADO,4311403,2023/01/23,jan.,2023,"62 905,00","62 905,00","4,03","6,00","54,00",Commerce and Services,Commerce,Automotive Body Repair and Painting Services,Commerce and Services,Commerce and Services,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
301, AM,MANAUS,1302603,2024/04/19,abr.,2024,"16 685 992,00","16 685 992,00","8,93","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
302, AM,MANAUS,1302603,2024/04/19,abr.,2024,"16 685 992,00","16 685 992,00","8,93","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
303, AM,MANAUS,1302603,2024/04/19,abr.,2024,"16 685 992,00","16 685 992,00","8,93","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
304, AM,MANAUS,1302603,2024/04/19,abr.,2024,"16 685 992,00","16 685 992,00","8,93","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
305, AM,MANAUS,1302603,2024/04/19,abr.,2024,"16 685 992,00","16 685 992,00","8,93","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
306, AM,MANAUS,1302603,2024/04/19,abr.,2024,"16 519 133,00","16 519 133,00","8,93","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
307, AM,MANAUS,1302603,2024/05/07,mai.,2024,"10 400 000,00","10 400 000,00","10,33","12,00","84,00",Commerce and Services,Water transport,Other Water Transport (Not Elsewhere Classified),Infrastructure,Other Transportation,Medium,BANCO BRADESCO SA
308, AM,MANAUS,1302603,2024/05/07,mai.,2024,"15 600 000,00","15 600 000,00","10,33","12,00","84,00",Commerce and Services,Water transport,Other Water Transport (Not Elsewhere Classified),Infrastructure,Other Transportation,Medium,BANCO BRADESCO SA
309, AM,MANAUS,1302603,2024/05/07,mai.,2024,"15 600 000,00","15 600 000,00","10,33","12,00","84,00",Commerce and Services,Water transport,Other Water Transport (Not Elsewhere Classified),Infrastructure,Other Transportation,Medium,BANCO BRADESCO SA
310, AM,MANAUS,1302603,2024/05/07,mai.,2024,"15 600 000,00","15 600 000,00","10,33","12,00","84,00",Commerce and Services,Water transport,Other Water Transport (Not Elsewhere Classified),Infrastructure,Other Transportation,Medium,BANCO BRADESCO SA
311, GO,GOIANIA,5208707,2024/05/09,mai.,2024,"3 130 000,00","3 130 000,00","10,33","3,00","57,00",Commerce and Services,Land Transport,Intermunicipal Passenger Road Transport (Metropolitan Region),Infrastructure,Road Transport,Large,ITAU UNIBANCO SA
312, AM,MANAUS,1302603,2024/05/10,mai.,2024,"16 685 992,00","16 685 992,00","8,93","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
313, AM,MANAUS,1302603,2024/05/10,mai.,2024,"16 519 133,00","16 519 133,00","8,93","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
314, DF,BRASILIA,5300108,2024/05/20,mai.,2024,"5 850 000,00","5 850 000,00","12,25","6,00","42,00",Commerce and Services,Commerce,Retail Trade of Fruits and Vegetables,Commerce and Services,Commerce and Services,Medium,ITAU UNIBANCO SA
315, GO,GOIANIA,5208707,2024/06/03,jun.,2024,"3 130 000,00","3 130 000,00","10,33","3,00","57,00",Commerce and Services,Land Transport,Intermunicipal Passenger Road Transport (Metropolitan Region),Infrastructure,Road Transport,Large,BANCO BRADESCO SA
316, GO,GOIANIA,5208707,2024/06/03,jun.,2024,"3 130 000,00","3 130 000,00","10,33","3,00","57,00",Commerce and Services,Land Transport,Intermunicipal Passenger Road Transport (Metropolitan Region),Infrastructure,Road Transport,Large,BANCO BRADESCO SA
317, GO,GOIANIA,5208707,2024/06/03,jun.,2024,"3 130 000,00","3 130 000,00","10,33","3,00","57,00",Commerce and Services,Land Transport,Intermunicipal Passenger Road Transport (Metropolitan Region),Infrastructure,Road Transport,Large,BANCO BRADESCO SA
318, DF,BRASILIA,5300108,2024/06/06,jun.,2024,"1 175 148,00","1 175 148,00","12,25","3,00","45,00",Commerce and Services,Commerce,Wholesale of Food Products,Commerce and Services,Commerce and Services,Medium,ITAU UNIBANCO SA
319, PR,DOIS VIZINHOS,4107207,2024/06/07,jun.,2024,"400 000,00","400 000,00","10,28","3,00","81,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Rental of Machinery and Equipment Without Operator (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Micro,BANCO COOPERATIVO SICREDI SA
320, RS,ERECHIM,4307005,2024/06/24,jun.,2024,"890 000,00","890 000,00","10,08","23,00","153,00",Commerce and Services,Construction,Maintenance of Electric Power Distribution Networks,Commerce and Services,Commerce and Services,Micro,BANCO COOPERATIVO SICREDI SA
321, RS,PORTO XAVIER,4315107,2024/07/10,jul.,2024,"332 000,00","332 000,00","11,70","12,00","48,00",Commerce and Services,Health and social services,Hospital Care Activities (Except Emergency Services),Commerce and Services,Commerce and Services,Medium,BANCO DO ESTADO DO RIO Large DO SUL SA
322, PA,TUCUMA,1508084,2024/07/11,jul.,2024,"5 000 000,00","5 000 000,00","11,70","6,00","54,00",Commerce and Services,Commerce,Supermarkets (General Retail with Predominance of Food Products),Commerce and Services,Commerce and Services,Medium,BANCO BRADESCO SA
323, SC,FLOR DO SERTAO,4205357,2024/08/14,ago.,2024,"380 000,00","380 000,00","11,70","24,00","168,00",Commerce and Services,Commerce,Retail Trade of Art Objects,Commerce and Services,Commerce and Services,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
324, SP,SAO PAULO,3550308,2024/08/14,ago.,2024,"1 170 561,00","1 170 561,00","9,14","6,00","54,00",Commerce and Services,Land Transport,Urban Passenger Road Transport,Infrastructure,Road Transport,Large,BANCO MERCEDES-BENZ DO BRASIL S/A
325, SP,SAO PAULO,3550308,2024/08/14,ago.,2024,"654 881,00","654 881,00","9,14","6,00","54,00",Commerce and Services,Land Transport,Urban Passenger Road Transport,Infrastructure,Road Transport,Large,BANCO MERCEDES-BENZ DO BRASIL S/A
326, SP,SAO PAULO,3550308,2024/08/14,ago.,2024,"2 847 311,00","2 847 311,00","9,14","6,00","54,00",Commerce and Services,Land Transport,Urban Passenger Road Transport,Infrastructure,Road Transport,Large,BANCO MERCEDES-BENZ DO BRASIL S/A
327, SC,CUNHA PORA,4204707,2024/08/19,ago.,2024,"150 000,00","150 000,00","11,70","24,00","96,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Sales promotion,Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
328, RS,SAO GABRIEL,4318309,2024/08/20,ago.,2024,"85 744,00","85 744,00","11,70","12,00","48,00",Manufacturing,Food Products,Manufacture of Cocoa and Chocolate Products,Industry,Food and Beverages,Small,BANCO DO ESTADO DO RIO Large DO SUL SA
329, SC,MAFRA,4210100,2024/08/30,ago.,2024,"1 430 000,00","1 430 000,00","9,78","9,00","111,00",Manufacturing,Wood,Manufacture of Laminated Wood and Plywood Panels,Industry,Others,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
330, RO,JI-PARANA,1100122,2024/09/03,set.,2024,"3 681 405,00","3 681 405,00","10,33","0,00","48,00",AGRICULTURE AND FISHING,Agriculture and Livestock,Rice Cultivation,Agriculture and Livestock,Agriculture and Livestock,Medium,ITAU UNIBANCO SA
331, BA,CORRENTINA,2909307,2024/09/05,set.,2024,"3 750 000,00","3 720 000,00","10,33","0,00","84,00",AGRICULTURE AND FISHING,Agriculture and Livestock,Corn Cultivation,Agriculture and Livestock,Agriculture and Livestock,Medium,BANCO BRADESCO SA
332, CE,ITAREMA,2306553,2024/09/16,set.,2024,"260 000,00","260 000,00","11,70","3,00","57,00",Manufacturing,Beverages,Bottled Water Production,Industry,Food and Beverages,Small,BANCO BRADESCO SA
333, SP,OSASCO,3534401,2024/09/17,set.,2024,"3 141 932,00","3 141 932,00","9,57","12,00","48,00",Commerce and Services,Land Transport,Intermunicipal Passenger Road Transport (Metropolitan Region),Infrastructure,Road Transport,Large,BANCO BRADESCO SA
334, GO,VICENTINOPOLIS,5222054,2024/09/25,set.,2024,"19 500 000,00","9 000 000,00","9,79","23,00","96,00",Manufacturing,Food Products,Raw Sugar Production,Industry,Food and Beverages,Large,ITAU UNIBANCO SA
335, CE,ITAREMA,2306553,2024/10/07,out.,2024,"260 000,00","260 000,00","11,70","3,00","57,00",Manufacturing,Beverages,Bottled water manufacturing,Industry,Food and Beverages,Small,BANCO BRADESCO SA
336, SC,DONA EMMA,4205100,2024/10/17,out.,2024,"350 000,00","350 000,00","11,70","19,00","168,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
337, RS,SAO GABRIEL,4318309,2024/10/17,out.,2024,"238 370,00","238 370,00","10,28","23,00","96,00",Manufacturing,Food Products,Rice Product Manufacturing,Industry,Food and Beverages,Medium,BANCO COOPERATIVO SICREDI SA
338, AM,MANAUS,1302603,2024/10/22,out.,2024,"9 500 000,00","9 500 000,00","9,25","0,00","60,00",Commerce and Services,Support Activities for Transportation and Delivery,General Warehousing with Warrant Issuance,Infrastructure,Support Activities for Transportation,Large,BANCO BRADESCO SA
339, SP,SAO PAULO,3550308,2024/10/22,out.,2024,"14 955 598,00","14 955 598,00","9,57","6,00","54,00",Commerce and Services,Land Transport,Urban Passenger Road Transport,Infrastructure,Road Transport,Large,BANCO BRADESCO SA
340, SP,SAO PAULO,3550308,2024/10/22,out.,2024,"7 037 928,00","7 037 928,00","9,57","6,00","54,00",Commerce and Services,Land Transport,Urban Passenger Road Transport,Infrastructure,Road Transport,Large,BANCO BRADESCO SA
341, SC,IBIAM,4206751,2024/10/23,out.,2024,"290 000,00","290 000,00","11,70","10,00","180,00",Manufacturing,Wood,Wood Resawing,Industry,Others,Micro,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
342, SC,ARARANGUA,4201406,2024/10/28,out.,2024,"6 000 000,00","6 000 000,00","10,28","11,00","108,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Rental of Machinery and Equipment Without Operator (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Small,BANCO COOPERATIVO SICREDI SA
343, MG,BELO HORIZONTE,3106200,2024/10/29,out.,2024,"7 150 000,00","7 150 000,00","11,70","24,00","96,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Rental of Machinery and Equipment Without Operator (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Medium,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
344, MG,BELO HORIZONTE,3106200,2024/12/09,dez.,2024,"5 094 096,00","4 577 652,00","11,70","12,00","108,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Rental of Machinery and Equipment Without Operator (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Medium,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
345, SC,TUBARAO,4218707,2024/12/18,dez.,2024,"402 636,00","402 636,00","11,70","60,00","132,00",Commerce and Services,Commerce,Retail Trade of Hardware and Tools,Commerce and Services,Commerce and Services,Medium,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
346, AM,MANAUS,1302603,2024/12/27,dez.,2024,"18 000 000,00","18 000 000,00","9,57","12,00","60,00",Commerce and Services,Support Activities for Transportation and Delivery,General Warehousing with Warrant Issuance,Infrastructure,Support Activities for Transportation,Large,BANCO BRADESCO SA
347, SC,ANITAPOLIS,4201109,2024/12/27,dez.,2024,"1 200 000,00","1 200 000,00","9,78","12,00","168,00",Manufacturing,Food Products,Dairy Product Manufacturing,Industry,Food and Beverages,Medium,BANCO COOPERATIVO SICREDI SA
348, SC,IBIAM,4206751,2024/12/27,dez.,2024,"281 270,00","281 270,00","11,70","12,00","108,00",Manufacturing,Pulp and Paper,Paper Manufacturing,Industry,Pulp and Paper,Medium,BANCO DO BRASIL SA
349, MG,BELO HORIZONTE,3106200,2025/01/06,jan.,2025,"7 150 000,00","0,00","11,70","12,00","108,00",Commerce and Services,Financial activity and insurance,Holdings of Non-Financial Institutions,Commerce and Services,Commerce and Services,Small,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
350, MG,NOVA LIMA,3144805,2025/01/23,jan.,2025,"7 150 000,00","0,00","11,70","12,00","108,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Rental of Machinery and Equipment Without Operator (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Small,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
351, MG,NOVA LIMA,3144805,2025/04/02,abr.,2025,"4 160 000,00","0,00","11,70","12,00","108,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Rental of Own Real Estate,Commerce and Services,Commerce and Services,Small,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
352, SC,ARARANGUA,4201406,2025/05/16,mai.,2025,"3 000 000,00","0,00","11,70","24,00","96,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Rental of Machinery and Equipment Without Operator (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
353, AM,MANAUS,1302603,2025/05/30,mai.,2025,"18 000 000,00","7 200 000,00","9,61","6,00","66,00",Commerce and Services,Support Activities for Transportation and Delivery,General Warehousing with Warrant Issuance,Infrastructure,Support Activities for Transportation,Large,BANCO SANTANDER (BRASIL) SA
354, AM,MANAUS,1302603,2025/05/30,mai.,2025,"11 123 995,00","0,00","9,72","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,COOPERATIVA CENTRAL DE CREDITO - AILOS
355, AM,MANAUS,1302603,2025/06/02,jun.,2025,"8 300 000,00","8 300 000,00","10,14","12,00","72,00",Commerce and Services,Water transport,Inland Waterway Freight Transport,Infrastructure,Other Transportation,Medium,BANCO BRADESCO SA
356, AM,MANAUS,1302603,2025/06/02,jun.,2025,"25 200 000,00","25 200 000,00","10,69","12,00","108,00",Commerce and Services,Water transport,Inland Waterway Freight Transport,Infrastructure,Other Transportation,Medium,BANCO BRADESCO SA
357, SP,JUNDIAI,3525904,2025/06/03,jun.,2025,"110 162,00","110 162,00","10,14","5,00","42,00",Commerce and Services,Accommodation and Food Services,"Snack Bars, Tea Houses and Juice Bars",Commerce and Services,Commerce and Services,Small,BANCO COOPERATIVO SICREDI SA
358, AM,MANAUS,1302603,2025/06/05,jun.,2025,"60 000 000,00","0,00","10,69","18,00","102,00",Commerce and Services,Water transport,Other Water Transport (Not Elsewhere Classified),Infrastructure,Other Transportation,Large,BANCO DO BRASIL SA
359, AM,MANAUS,1302603,2025/06/05,jun.,2025,"44 730 617,00","44 730 617,00","9,50","12,00","84,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
360, PA,BARCARENA,1501303,2025/06/06,jun.,2025,"41 916 985,00","0,00","10,69","6,00","72,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
361, PA,BARCARENA,1501303,2025/06/12,jun.,2025,"53 000 000,00","0,00","10,69","6,00","78,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,ITAU UNIBANCO SA
362, AM,MANAUS,1302603,2025/06/13,jun.,2025,"36 400 000,00","0,00","10,69","24,00","96,00",Commerce and Services,Water transport,Other Water Transport (Not Elsewhere Classified),Infrastructure,Other Transportation,Large,BANCO BRADESCO SA
363, SC,JOINVILLE,4209102,2025/06/13,jun.,2025,"1 893 272,00","0,00","13,25","12,00","48,00",Manufacturing,Rubber and Plastics,Manufacture of Plastic Products for Industrial Use,Industry,Others,Medium,BANCO BRADESCO SA
364, RS,SAO JOSE DO OURO,4318606,2025/06/18,jun.,2025,"1 300 000,00","0,00","13,25","12,00","180,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Micro,BANCO COOPERATIVO SICOOB SA
365, AM,HUMAITA,1301704,2025/06/23,jun.,2025,"5 215 000,00","0,00","10,69","12,00","132,00",Commerce and Services,Water transport,Inland Waterway Freight Transport,Infrastructure,Other Transportation,Medium,BANCO COOPERATIVO SICOOB SA
366, AM,HUMAITA,1301704,2025/06/23,jun.,2025,"26 075 000,00","0,00","10,69","12,00","132,00",Commerce and Services,Water transport,Inland Waterway Freight Transport,Infrastructure,Other Transportation,Medium,BANCO COOPERATIVO SICOOB SA
367, PR,CAMPO MOURAO,4104303,2025/06/25,jun.,2025,"50 000 000,00","0,00","10,53","36,00","84,00",Manufacturing,"Coke, Petroleum and Fuel",Alcohol production,Industry,Chemicals and Petrochemicals,Large,BANCO RABOBANK INTERNATIONAL BRASIL S/A
368, AM,MANAUS,1302603,2025/06/27,jun.,2025,"27 809 987,00","0,00","10,04","12,00","108,00",Commerce and Services,Water transport,Coastal Maritime Freight Transport,Infrastructure,Other Transportation,Large,BANCO DO BRASIL SA
369, RS,ALEGRETE,4300406,2025/06/30,jun.,2025,"4 093 000,00","0,00","10,14","12,00","108,00",AGRICULTURE AND FISHING,Agriculture and Livestock,Spraying and pest control services for agriculture.,Agriculture and Livestock,Agriculture and Livestock,Small,BANCO COOPERATIVO SICOOB SA
370, MT,MIRASSOL D'OESTE,5105622,2025/07/01,jul.,2025,"1 100 000,00","0,00","10,69","0,00","60,00",Manufacturing,"Coke, Petroleum and Fuel",Alcohol production,Industry,Chemicals and Petrochemicals,Large,ITAU UNIBANCO SA
371, MG,ARAXA,3104007,2025/07/11,jul.,2025,"5 830 000,00","0,00","13,25","60,00","60,00",Commerce and Services,Construction,Real Estate Development,Commerce and Services,Commerce and Services,Medium,BANCO COOPERATIVO SICOOB SA
372, SP,SAO PAULO,3550308,2025/07/14,jul.,2025,"13 175 400,00","0,00","9,61","6,00","66,00",Commerce and Services,Land Transport,Urban Passenger Road Transport,Infrastructure,Road Transport,Large,BANCO BRADESCO SA
373, SP,ASSIS,3504008,2025/08/07,ago.,2025,"3 600 000,00","0,00","10,14","6,00","42,00",AGRICULTURE AND FISHING,Agriculture and Livestock,Agricultural Pest Control Services,Agriculture and Livestock,Agriculture and Livestock,Medium,ITAU UNIBANCO SA
374, SC,MARAVILHA,4210506,2025/08/27,ago.,2025,"3 276 000,00","0,00","10,69","24,00","168,00",Manufacturing,Food Products,Manufacture of Animal Feed,Industry,Food and Beverages,Large,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
375, AM,MANAUS,1302603,2025/09/02,set.,2025,"8 500 000,00","0,00","10,14","12,00","72,00",Commerce and Services,Water transport,Inland Waterway Freight Transport,Infrastructure,Other Transportation,Medium,BANCO BRADESCO SA
376, SC,IMBITUBA,4207304,2025/09/02,set.,2025,"1 275 926,00","0,00","13,25","24,00","120,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Small,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
377, SP,RIBEIRAO PRETO,3543402,2025/09/02,set.,2025,"300 000,00","0,00","11,81","3,00","60,00",Commerce and Services,Accommodation and Food Services,Restaurants and Similar Establishments,Commerce and Services,Commerce and Services,Small,BANCO COOPERATIVO SICREDI SA
378, SC,CORONEL FREITAS,4204400,2025/09/03,set.,2025,"3 029 538,00","0,00","10,14","24,00","168,00",Manufacturing,Pulp and Paper,Manufacture of Paper,Industry,Pulp and Paper,Medium,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
379, RS,SANANDUVA,4316600,2025/09/04,set.,2025,"29 543 000,00","0,00","10,69","24,00","168,00",Manufacturing,Food Products,Slaughtering of Swine,Industry,Food and Beverages,Large,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
380, PR,ROLANDIA,4122404,2025/09/04,set.,2025,"8 000 000,00","0,00","13,81","24,00","156,00",Commerce and Services,Commerce,Supermarkets (General Retail with Predominance of Food Products),Commerce and Services,Commerce and Services,Medium,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
381, RS,PORTO ALEGRE,4314902,2025/09/10,set.,2025,"2 990 000,00","0,00","13,25","6,00","54,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Business Management Consulting (Except Technical Consulting) ,Commerce and Services,Commerce and Services,Medium,ITAU UNIBANCO SA
382, MA,TIMON,2112209,2025/09/10,set.,2025,"235 020,00","0,00","10,14","3,00","45,00",Manufacturing,Food Products,Manufacture of Pasta Products,Industry,Food and Beverages,Medium,ITAU UNIBANCO SA
383, SC,XANXERE,4219507,2025/09/12,set.,2025,"10 000 000,00","0,00","10,14","24,00","168,00",Commerce and Services,"Water, Sewage and Waste Management",Recovery of plastic materials,Infrastructure,Public utility service,Medium,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
384, PR,SAO JOAO,4124806,2025/09/25,set.,2025,"8 060 000,00","0,00","10,69","56,00","132,00",Manufacturing,Food Products,Poultry Slaughtering,Industry,Food and Beverages,Large,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
385, MT,TANGARA DA SERRA,5107958,2025/10/02,out.,2025,"1 646 000,00","0,00","10,69","18,00","54,00",Manufacturing,Food Products,Rice Processing,Industry,Food and Beverages,Medium,BANCO COOPERATIVO SICOOB SA
386, SP,DIADEMA,3513801,2025/10/10,out.,2025,"3 217 500,00","0,00","10,69","6,00","54,00",Commerce and Services,Commerce,Wholesale of Agricultural Raw Materials (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Large,ITAU UNIBANCO SA
387, MG,MONTES CLAROS,3143302,2025/10/10,out.,2025,"3 536 000,00","0,00","13,25","24,00","96,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Business Intermediation and Agency Activities (Except Real Estate),Commerce and Services,Commerce and Services,Medium,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
388, MG,TAIOBEIRAS,3168002,2025/10/13,out.,2025,"6 290 000,00","0,00","13,25","24,00","96,00",Commerce and Services,Electricity and Gas,Electric Power Generation,Infrastructure,Electric Power,Medium,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA - BDMG
389, SC,XANXERE,4219507,2025/10/17,out.,2025,"5 000 000,00","0,00","10,14","24,00","166,00",Manufacturing,Wood,"Manufacture of Wood Products, Except Furniture",Industry,Others,Medium,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
390, RS,CAMARGO,4303558,2025/10/23,out.,2025,"14 943 855,00","0,00","9,56","12,00","72,00",Manufacturing,Food Products,Manufacture of Crude Vegetable Oils (Except Corn Oil),Industry,Food and Beverages,Large,ITAU UNIBANCO SA
391, RS,SANTANA DO LIVRAMENTO,4317103,2025/10/27,out.,2025,"1 864 000,00","0,00","11,81","10,00","108,00",Commerce and Services,Commerce,"Retail Trade of Food Products (General or Specialized, Not Elsewhere Classified)",Commerce and Services,Commerce and Services,Medium,BANCO COOPERATIVO SICREDI SA
392, GO,URUACU,5221601,2025/10/28,out.,2025,"2 200 000,00","0,00","13,25","3,00","57,00",Commerce and Services,Land Transport,Road Freight Transport (Except Hazardous Materials),Infrastructure,Road Transport,Medium,BANCO BRADESCO SA
393, MT,TAPURAH,5108006,2025/10/29,out.,2025,"175 000,00","0,00","13,25","0,00","60,00",Commerce and Services,Commerce,Supermarkets (General Retail with Predominance of Food Products),Commerce and Services,Commerce and Services,Medium,BANCO COOPERATIVO SICREDI SA
394, MG,BOM DESPACHO,3107406,2025/10/31,out.,2025,"43 398 947,00","0,00","12,58","18,00","102,00",Commerce and Services,"Real Estate, Professional and Administrative Activities",Rental of Machinery and Equipment Without Operator (Not Elsewhere Classified),Commerce and Services,Commerce and Services,Medium,BANCO BRADESCO SA
